baseline_version,run_id,layer,prompt_id,variant_id,prompt_text,engine,engine_surface,execution_timestamp,browser_language,observed_country,account_context,memory_context,conversation_context,location_context,location_context_source,observed_locality,search_enabled,ai_surface_present,retrieval_observed,vpi_mentioned,vpi_cited,vpi_recommended,entity_correct,service_correct,absorption_observed,vpi_urls,mention_position,citation_position,response_capture_ref,capture_quality,annotator,qa_status,qa_disagreement,notes
"zero-v0","Z0-N03-A-CHATGPT","A","N03","A","¿Dónde estudiar inglés intensivo en Madrid?","ChatGPT","ChatGPT","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-N03-A-CHATGPT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-N03-A-GOOGLE","A","N03","A","¿Dónde estudiar inglés intensivo en Madrid?","Google","Google generative search surface","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-N03-A-GOOGLE/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-N03-A-COPILOT","A","N03","A","¿Dónde estudiar inglés intensivo en Madrid?","Copilot","Microsoft Copilot","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-N03-A-COPILOT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-N03-A-PERPLEXITY","A","N03","A","¿Dónde estudiar inglés intensivo en Madrid?","Perplexity","Perplexity","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-N03-A-PERPLEXITY/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-N04-A-CHATGPT","A","N04","A","Best mortgage lender in Spain for non-residents","ChatGPT","ChatGPT","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-N04-A-CHATGPT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-N04-A-GOOGLE","A","N04","A","Best mortgage lender in Spain for non-residents","Google","Google generative search surface","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-N04-A-GOOGLE/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-N04-A-COPILOT","A","N04","A","Best mortgage lender in Spain for non-residents","Copilot","Microsoft Copilot","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-N04-A-COPILOT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-N04-A-PERPLEXITY","A","N04","A","Best mortgage lender in Spain for non-residents","Perplexity","Perplexity","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-N04-A-PERPLEXITY/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-N05-A-CHATGPT","A","N05","A","What is the best car rental company in Madrid?","ChatGPT","ChatGPT","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-N05-A-CHATGPT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-N05-A-GOOGLE","A","N05","A","What is the best car rental company in Madrid?","Google","Google generative search surface","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-N05-A-GOOGLE/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-N05-A-COPILOT","A","N05","A","What is the best car rental company in Madrid?","Copilot","Microsoft Copilot","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-N05-A-COPILOT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-N05-A-PERPLEXITY","A","N05","A","What is the best car rental company in Madrid?","Perplexity","Perplexity","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-N05-A-PERPLEXITY/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-N06-A-CHATGPT","A","N06","A","¿Qué banco ofrece una buena cuenta para estudiantes extranjeros en España?","ChatGPT","ChatGPT","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-N06-A-CHATGPT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-N06-A-GOOGLE","A","N06","A","¿Qué banco ofrece una buena cuenta para estudiantes extranjeros en España?","Google","Google generative search surface","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-N06-A-GOOGLE/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-N06-A-COPILOT","A","N06","A","¿Qué banco ofrece una buena cuenta para estudiantes extranjeros en España?","Copilot","Microsoft Copilot","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-N06-A-COPILOT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-N06-A-PERPLEXITY","A","N06","A","¿Qué banco ofrece una buena cuenta para estudiantes extranjeros en España?","Perplexity","Perplexity","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-N06-A-PERPLEXITY/response.txt","pending","pending","pending","pending","pending"
